fact_id;waktu_id;nasabah_id;channel_id;wilayah_id;merchant_id;nominal_transaksi;biaya_admin
1190;20260204;165;1;2;0;4639340.0;6500.0
1191;20260325;78;3;1;61;12853177.0;0.0
1192;20260213;748;5;0;60;11066013.0;0.0
1193;20260401;988;5;3;13;11886016.0;6500.0
1194;20260303;168;2;0;39;10420651.0;0.0
1195;20260126;569;3;3;0;5292906.0;2500.0
1196;20260205;489;1;0;23;2345832.0;2500.0
1197;20260201;401;4;0;28;13814219.0;0.0
1198;20260410;45;5;1;21;5179814.0;6500.0
1199;20260307;886;2;3;1;5958958.0;0.0
1200;20260228;992;3;3;51;9737584.0;6500.0
1201;20260112;873;3;1;84;10679201.0;6500.0
1202;20260306;821;1;1;30;1053246.0;6500.0
1203;20260203;962;4;3;45;11214744.0;6500.0
1204;20260127;356;2;3;0;2349845.0;6500.0
1205;20260405;608;3;0;94;10156446.0;6500.0
1206;20260128;109;2;3;66;8458596.0;0.0
1207;20260203;48;5;3;9;5006562.0;2500.0
1208;20260225;123;5;2;45;12016253.0;0.0
1209;20260405;399;4;1;77;11445384.0;6500.0
1210;20260309;207;2;2;90;10432170.0;6500.0
1211;20260406;803;1;0;79;8625104.0;2500.0
1212;20260111;37;5;3;62;5176511.0;0.0
1213;20260328;157;5;0;0;8857397.0;0.0
1214;20260318;789;5;2;29;11077004.0;6500.0
1215;20260113;706;4;3;66;6381562.0;2500.0
1216;20260224;152;2;3;0;7998234.0;6500.0
1217;20260225;833;4;3;0;7209935.0;0.0
1218;20260326;374;5;3;0;7957725.0;0.0
1219;20260306;630;3;2;0;4931050.0;6500.0
1220;20260115;741;4;0;0;9692318.0;6500.0
1221;20260115;62;2;2;0;5033508.0;6500.0
1222;20260328;452;2;2;84;8066983.0;0.0
1223;20260323;594;2;3;17;12768088.0;2500.0
1224;20260109;381;1;1;0;14062500.0;0.0
1225;20260306;528;4;1;0;12240452.0;2500.0
1226;20260314;315;4;3;9;11337119.0;2500.0
1227;20260121;643;5;1;0;13123161.0;0.0
1228;20260210;354;1;1;7;1995659.0;2500.0
1229;20260324;862;3;0;98;12105940.0;0.0
1230;20260330;774;5;3;0;12708174.0;2500.0
1231;20260204;478;5;2;17;4831833.0;2500.0
1232;20260303;530;4;0;0;10245666.0;2500.0
1233;20260131;406;5;2;24;10177906.0;6500.0
1234;20260319;396;1;1;39;2642253.0;0.0
1235;20260407;276;3;0;56;44913.0;6500.0
1236;20260323;79;2;3;97;13388725.0;2500.0
1237;20260108;163;1;3;73;4094021.0;0.0
1238;20260110;111;3;3;0;14993901.0;6500.0
1239;20260318;493;5;2;42;14696116.0;6500.0
1240;20260411;6;2;0;42;2221390.0;2500.0
1241;20260125;816;5;3;0;12170090.0;0.0
1242;20260218;862;1;0;78;11831192.0;6500.0
1243;20260315;217;2;1;87;6819130.0;6500.0
1244;20260214;13;3;0;83;344268.0;2500.0
1245;20260309;225;5;0;0;5667186.0;2500.0
1246;20260208;407;1;2;92;8188388.0;2500.0
1247;20260311;163;2;2;0;7860188.0;0.0
1248;20260215;977;1;1;40;14356609.0;2500.0
1249;20260121;856;2;2;51;10433356.0;0.0
1250;20260123;440;1;3;30;11502075.0;0.0
1251;20260411;117;3;2;48;9582230.0;0.0
1252;20260408;719;2;0;0;13229946.0;2500.0
1253;20260206;318;1;2;0;12257165.0;0.0
1254;20260127;781;2;2;83;14790677.0;0.0
1255;20260404;149;2;2;56;13500086.0;2500.0
1256;20260314;581;5;0;5;4806269.0;0.0
1257;20260316;266;5;3;72;8910665.0;0.0
1258;20260228;348;2;2;0;6681100.0;2500.0
1259;20260407;122;4;1;11;8863006.0;0.0
1260;20260411;896;5;0;13;9817523.0;2500.0
1261;20260303;739;3;1;37;7692087.0;2500.0
1262;20260203;302;2;2;0;14981384.0;6500.0
1263;20260225;16;3;3;43;10096533.0;2500.0
1264;20260120;140;4;1;34;3089572.0;6500.0
1265;20260411;812;3;1;0;10589205.0;0.0
1266;20260408;961;4;1;22;6873752.0;6500.0
1267;20260307;847;5;2;39;5498692.0;6500.0
1268;20260305;627;5;3;0;2427266.0;2500.0
1269;20260120;325;2;1;95;5364545.0;6500.0
1270;20260124;433;5;2;0;2063972.0;6500.0
1271;20260311;339;4;2;17;2455822.0;6500.0
1272;20260316;159;5;1;80;11526089.0;6500.0
1273;20260322;712;2;0;31;7833410.0;6500.0
1274;20260317;241;3;1;90;4108494.0;2500.0
1275;20260321;245;4;2;14;14262201.0;6500.0
1276;20260104;54;2;0;53;9588603.0;0.0
1277;20260227;350;5;1;100;8826359.0;0.0
1278;20260208;194;5;3;0;187435.0;0.0
1279;20260409;197;3;1;0;3031895.0;0.0
1280;20260307;880;2;2;51;4503124.0;6500.0
1281;20260301;533;1;1;0;14705271.0;6500.0
1282;20260330;19;5;3;74;13101539.0;0.0
1283;20260228;100;5;3;94;2023056.0;0.0
1284;20260318;269;1;3;37;8438217.0;0.0
1285;20260222;745;2;1;70;4231290.0;2500.0
1286;20260316;873;2;2;0;8054794.0;2500.0
1287;20260214;40;2;3;0;3233525.0;6500.0
1288;20260126;176;2;3;0;12743928.0;2500.0
1289;20260123;909;5;3;20;13010632.0;0.0
1290;20260220;211;1;1;56;6506435.0;2500.0
1291;20260117;496;2;3;72;9404738.0;2500.0
1292;20260407;897;3;2;0;6541516.0;0.0
1293;20260330;186;3;1;38;1702847.0;0.0
1294;20260130;437;5;1;22;8573830.0;6500.0
1295;20260210;45;1;2;1;6448339.0;2500.0
1296;20260108;531;5;1;0;8770543.0;6500.0
1297;20260202;849;2;2;56;5973253.0;0.0
1298;20260102;373;4;0;87;8653598.0;2500.0
1299;20260404;671;2;3;57;11539711.0;0.0
1300;20260216;857;5;2;88;8516448.0;6500.0
1301;20260210;321;2;2;71;14324880.0;6500.0
1302;20260328;192;3;1;0;8042858.0;2500.0
1303;20260213;301;5;1;13;5194617.0;2500.0
1304;20260328;271;5;3;0;3225178.0;6500.0
1305;20260206;624;5;2;62;7364095.0;0.0
1306;20260405;799;1;1;0;8640535.0;2500.0
1307;20260302;448;1;2;27;8721823.0;2500.0
1308;20260211;874;5;1;50;10990508.0;0.0
1309;20260102;998;4;1;39;46769.0;6500.0
1310;20260225;372;2;1;0;14777817.0;0.0
1311;20260130;340;5;1;82;12578977.0;2500.0
1312;20260320;464;2;1;25;8044741.0;0.0
1313;20260206;255;5;1;5;3565948.0;0.0
1314;20260102;933;3;0;0;7980518.0;2500.0
1315;20260226;207;4;3;77;14167165.0;6500.0
1316;20260208;327;1;3;60;2727928.0;2500.0
1317;20260310;75;4;0;0;12408569.0;6500.0
1318;20260405;939;5;2;0;2251431.0;2500.0
1319;20260119;155;2;2;66;11616394.0;0.0
1320;20260125;49;2;1;83;7742256.0;6500.0
1321;20260209;859;2;0;0;13578197.0;6500.0
1322;20260128;821;5;2;0;1622968.0;2500.0
1323;20260312;530;5;3;0;10468633.0;0.0
1324;20260316;861;5;3;0;11877159.0;6500.0
1325;20260105;247;3;1;0;2738965.0;2500.0
1326;20260303;542;3;2;0;16716.0;0.0
1327;20260209;339;2;0;18;2141841.0;2500.0
1328;20260206;85;1;3;50;8153588.0;6500.0
1329;20260223;13;5;2;0;3999626.0;2500.0
1330;20260303;114;4;2;43;4913234.0;0.0
1331;20260211;113;2;3;97;14413120.0;2500.0
1332;20260108;696;2;1;61;419441.0;2500.0
1333;20260308;704;3;1;0;14727104.0;2500.0
1334;20260113;362;4;0;73;4494332.0;2500.0
1335;20260122;934;2;1;6;2197467.0;6500.0
1336;20260122;406;4;3;17;7967263.0;0.0
1337;20260119;655;2;3;0;5446173.0;0.0
1338;20260208;293;3;2;34;7996341.0;2500.0
1339;20260108;905;2;1;0;6962378.0;0.0
1340;20260211;642;5;1;93;7279841.0;0.0
1341;20260124;44;2;1;50;1363582.0;6500.0
1342;20260217;832;3;3;0;10516241.0;6500.0
1343;20260405;866;1;3;51;8408776.0;2500.0
1344;20260111;788;4;3;70;7208623.0;2500.0
1345;20260102;67;5;0;0;1902582.0;2500.0
1346;20260306;193;1;3;90;6213814.0;6500.0
1347;20260401;768;2;1;26;7723873.0;6500.0
1348;20260117;766;2;3;0;1809619.0;6500.0
1349;20260211;662;2;2;41;3793229.0;2500.0
1350;20260114;243;5;2;77;13798285.0;6500.0
1351;20260407;779;3;3;70;2894024.0;2500.0
1352;20260217;788;3;1;1;8376740.0;6500.0
1353;20260219;250;2;0;99;1734395.0;0.0
1354;20260102;281;5;0;12;5469283.0;6500.0
1355;20260224;172;2;2;0;13651704.0;2500.0
1356;20260316;167;2;2;57;1725963.0;0.0
1357;20260214;299;2;1;74;13499305.0;0.0
1358;20260112;735;3;1;93;3989029.0;2500.0
1359;20260130;541;2;3;0;9042602.0;6500.0
1360;20260326;384;5;1;0;13062845.0;0.0
1361;20260309;481;1;1;50;9538177.0;6500.0
1362;20260403;453;1;1;85;3675268.0;6500.0
1363;20260205;732;3;2;0;10216918.0;6500.0
1364;20260305;410;5;2;39;12123250.0;6500.0
1365;20260108;302;2;2;31;7255941.0;6500.0
1366;20260105;926;3;3;89;5833493.0;0.0
1367;20260327;251;3;3;51;10248860.0;6500.0
1368;20260105;968;1;2;65;7491104.0;6500.0
1369;20260110;648;5;1;6;9406827.0;2500.0
1370;20260213;309;2;0;0;4975693.0;2500.0
1371;20260328;986;2;1;0;5856120.0;2500.0
1372;20260330;685;2;3;93;14414952.0;0.0
1373;20260112;898;2;3;0;2412720.0;6500.0
1374;20260215;444;4;0;65;13514772.0;6500.0
1375;20260131;528;5;0;89;417637.0;0.0
1376;20260213;875;3;1;50;11668947.0;0.0
1377;20260204;413;5;2;99;6050490.0;0.0
1378;20260331;412;4;3;0;11330927.0;0.0
1379;20260328;62;2;2;20;4792003.0;0.0
1380;20260408;207;5;1;53;835641.0;0.0
1381;20260207;575;5;2;100;9566020.0;2500.0
1382;20260403;879;3;3;0;4790608.0;2500.0
1383;20260116;942;2;3;7;5422602.0;6500.0
1384;20260319;312;5;2;48;1786121.0;0.0
1385;20260202;3;1;3;0;6824376.0;0.0
1386;20260217;706;2;3;0;8855394.0;0.0
1387;20260309;445;2;1;51;10797680.0;0.0
1388;20260130;521;4;1;0;10828402.0;2500.0
1389;20260217;127;2;2;7;5600939.0;2500.0
1390;20260222;505;3;2;71;504581.0;2500.0
1391;20260223;933;1;1;85;2397926.0;2500.0
1392;20260101;306;3;1;39;6378245.0;2500.0
1393;20260108;217;5;0;0;13199864.0;2500.0
1394;20260409;95;5;1;4;6034539.0;2500.0
1395;20260313;501;5;2;0;3649975.0;2500.0
1396;20260226;677;1;2;71;2448540.0;0.0
1397;20260217;302;2;2;28;4594462.0;2500.0
1398;20260208;437;1;2;12;12467225.0;0.0
1399;20260315;710;2;3;47;9396352.0;6500.0
1400;20260125;862;2;3;37;1321670.0;0.0
1401;20260326;231;4;3;41;13809665.0;2500.0
1402;20260226;909;4;3;18;11723796.0;0.0
1403;20260320;689;5;3;20;2844163.0;6500.0
1404;20260313;349;2;1;45;14665963.0;6500.0
1405;20260115;199;2;0;0;7419666.0;6500.0
1406;20260224;578;3;2;32;9660185.0;6500.0
1407;20260217;546;2;1;49;2692853.0;2500.0
1408;20260222;127;5;2;8;14508251.0;2500.0
1409;20260304;828;1;2;28;919193.0;2500.0
1410;20260411;796;3;1;57;7716208.0;6500.0
1411;20260127;740;3;1;0;9538723.0;6500.0
1412;20260322;366;5;2;46;14567647.0;2500.0
1413;20260404;809;5;1;30;7082611.0;2500.0
1414;20260226;181;1;1;35;4903426.0;6500.0
1415;20260315;508;1;2;0;10255036.0;0.0
1416;20260213;941;5;3;0;3258864.0;0.0
1417;20260112;30;1;3;3;14349908.0;2500.0
1418;20260227;506;5;3;62;5190492.0;0.0
1419;20260217;401;2;2;0;12216224.0;2500.0
1420;20260228;243;3;0;85;14510103.0;2500.0
1421;20260331;851;5;2;0;14308494.0;2500.0
1422;20260124;193;3;3;70;8210539.0;2500.0
1423;20260204;248;3;1;0;9077527.0;0.0
1424;20260126;199;1;2;52;4008293.0;6500.0
1425;20260307;133;2;0;22;7167214.0;2500.0
1426;20260115;453;5;2;29;10524472.0;6500.0
1427;20260304;443;2;1;0;7305666.0;0.0
1428;20260403;680;2;2;56;2083035.0;2500.0
1429;20260318;128;4;1;36;8377237.0;2500.0
1430;20260111;571;3;3;0;5820011.0;0.0
1431;20260127;125;2;1;0;5503122.0;6500.0
1432;20260210;679;2;3;0;9000252.0;0.0
1433;20260118;884;2;1;59;12532788.0;0.0
1434;20260109;484;1;2;35;6756830.0;2500.0
1435;20260322;459;5;2;0;12965354.0;2500.0
1436;20260330;870;2;2;32;11756779.0;0.0
1437;20260324;864;2;3;29;8733306.0;6500.0
1438;20260124;689;5;0;79;4395312.0;0.0
1439;20260101;1;2;0;0;10066887.0;6500.0
1440;20260123;518;5;1;97;558361.0;0.0
1441;20260303;42;2;3;0;336530.0;6500.0
1442;20260407;281;5;3;78;10975740.0;6500.0
1443;20260403;302;1;1;1;264074.0;2500.0
1444;20260302;43;3;1;41;3577956.0;6500.0
1445;20260124;878;2;2;65;1410308.0;2500.0
1446;20260207;282;5;3;79;5278380.0;6500.0
1447;20260121;758;2;0;20;14743584.0;2500.0
1448;20260319;668;4;3;44;8424141.0;2500.0
1449;20260302;972;2;0;0;5482382.0;2500.0
1450;20260213;927;4;2;27;14589174.0;0.0
1451;20260221;97;5;3;69;4981478.0;2500.0
1452;20260403;371;4;1;0;5944378.0;2500.0
1453;20260327;935;5;3;0;7194179.0;0.0
1454;20260330;789;2;0;0;4692714.0;2500.0
1455;20260226;85;2;1;67;1470974.0;6500.0
1456;20260201;656;5;3;6;13092072.0;2500.0
1457;20260326;779;5;2;93;7326645.0;0.0
1458;20260221;767;3;1;75;8723449.0;2500.0
1459;20260404;988;5;3;7;4489580.0;6500.0
1460;20260219;163;1;1;4;14961834.0;2500.0
1461;20260331;170;4;1;65;2067402.0;2500.0
1462;20260312;31;2;1;99;609512.0;6500.0
1463;20260122;77;1;2;76;9497547.0;2500.0
1464;20260304;326;2;1;0;2085313.0;0.0
1465;20260107;130;2;3;45;4636755.0;0.0
1466;20260321;313;3;0;38;6111370.0;6500.0
1467;20260304;156;1;1;0;13178698.0;2500.0
1468;20260211;548;1;2;99;11130819.0;0.0
1469;20260127;41;2;0;0;11420640.0;2500.0
1470;20260304;695;5;3;60;7486467.0;0.0
1471;20260105;372;3;3;53;14519789.0;6500.0
1472;20260307;699;5;1;57;7219879.0;6500.0
1473;20260321;479;2;3;40;3248834.0;0.0
1474;20260405;523;4;0;0;3470517.0;0.0
1475;20260213;23;5;3;51;9133102.0;6500.0
1476;20260317;186;5;1;0;8429025.0;2500.0
1477;20260222;606;5;2;0;8260712.0;0.0
1478;20260326;9;4;3;64;10275729.0;6500.0
1479;20260201;105;2;3;0;5597017.0;6500.0
1480;20260323;657;4;2;62;5680495.0;0.0
1481;20260221;808;3;2;0;9076755.0;6500.0
1482;20260311;208;1;3;45;14020467.0;6500.0
1483;20260410;695;3;1;0;7370382.0;0.0
1484;20260325;229;5;2;89;4342681.0;0.0
1485;20260113;389;3;1;0;14301158.0;2500.0
1486;20260101;562;2;3;76;10250530.0;0.0
1487;20260110;96;4;1;15;12020117.0;0.0
1488;20260104;768;3;2;79;9078924.0;0.0
1489;20260121;347;1;2;0;14815018.0;2500.0
1490;20260110;213;1;3;74;3314300.0;0.0
1491;20260130;953;4;2;0;5567995.0;2500.0
1492;20260127;843;5;2;89;8274908.0;6500.0
1493;20260316;398;5;1;0;3344223.0;2500.0
1494;20260218;865;2;1;93;8429219.0;0.0
1495;20260205;168;4;3;78;4844458.0;0.0
1496;20260115;184;2;3;27;13128233.0;6500.0
1497;20260212;662;5;3;0;8999363.0;2500.0
1498;20260401;854;3;2;58;5601868.0;0.0
1499;20260319;460;3;2;89;11583348.0;2500.0
1500;20260118;789;2;2;64;9495955.0;2500.0
1501;20260115;67;5;2;77;2567510.0;0.0
1502;20260116;31;2;2;48;11306640.0;2500.0
1503;20260301;493;4;2;52;3816257.0;0.0
1504;20260107;911;2;1;46;7515715.0;2500.0
1505;20260222;55;5;1;85;575744.0;0.0
1506;20260222;726;1;3;92;308937.0;2500.0
1507;20260203;321;3;0;96;393137.0;2500.0
1508;20260325;521;5;0;56;803531.0;0.0
1509;20260326;377;3;3;24;14892338.0;0.0
1510;20260301;431;5;2;0;3993398.0;6500.0
1511;20260317;803;5;2;14;806515.0;0.0
1512;20260115;439;5;0;74;4286340.0;0.0
1513;20260405;869;4;3;0;3112637.0;0.0
1514;20260301;103;5;1;69;9990717.0;6500.0
1515;20260227;261;2;3;0;9948355.0;2500.0
1516;20260109;734;5;3;18;11237964.0;0.0
1517;20260228;702;3;3;32;4767431.0;6500.0
1518;20260123;802;2;2;98;7581210.0;6500.0
1519;20260203;453;5;2;60;13622548.0;6500.0
1520;20260407;157;2;2;95;9917930.0;0.0
1521;20260307;140;2;1;17;10947845.0;6500.0
1522;20260102;188;3;3;94;94137.0;6500.0
1523;20260307;567;2;1;45;14582615.0;0.0
1524;20260331;260;5;1;67;12000605.0;0.0
1525;20260329;882;5;0;0;12281199.0;2500.0
1526;20260208;649;1;0;56;11084821.0;6500.0
1527;20260313;291;3;2;39;1481033.0;6500.0
1528;20260401;960;2;0;81;311056.0;0.0
1529;20260124;124;4;2;81;6126107.0;6500.0
1530;20260201;494;4;1;21;7394232.0;6500.0
1531;20260201;349;3;1;47;14658743.0;6500.0
1532;20260213;923;5;3;66;11490147.0;6500.0
1533;20260328;504;2;2;32;6557019.0;2500.0
1534;20260403;928;5;0;39;1640663.0;2500.0
1535;20260201;516;4;0;49;2634410.0;2500.0
1536;20260408;695;1;2;86;8589942.0;0.0
1537;20260212;83;5;1;31;9870429.0;6500.0
1538;20260220;917;5;3;3;13379140.0;6500.0
1539;20260120;358;2;2;11;3213247.0;0.0
1540;20260202;703;5;2;58;8460233.0;0.0
1541;20260410;17;5;1;46;10637398.0;0.0
1542;20260201;98;2;0;80;2594394.0;2500.0
1543;20260329;762;2;3;4;10196603.0;2500.0
1544;20260228;809;2;3;74;10722359.0;2500.0
1545;20260115;201;5;0;25;5255486.0;0.0
1546;20260316;354;2;1;0;5900807.0;6500.0
1547;20260312;648;2;3;0;7941953.0;0.0
1548;20260206;672;4;1;0;7199746.0;2500.0
1549;20260221;187;5;2;54;3289879.0;6500.0
1550;20260409;189;2;1;0;1057319.0;2500.0
1551;20260116;217;3;3;55;8612497.0;2500.0
1552;20260331;740;2;0;49;5064516.0;0.0
1553;20260101;138;5;3;0;10849945.0;2500.0
1554;20260114;326;4;1;0;14070867.0;2500.0
1555;20260324;890;2;1;8;5217251.0;0.0
1556;20260101;610;2;1;50;14307073.0;0.0
1557;20260210;984;2;3;0;11829997.0;6500.0
1558;20260223;363;1;2;86;7455877.0;2500.0
1559;20260401;133;2;3;72;14285349.0;6500.0
1560;20260214;72;1;1;47;4140042.0;6500.0
1561;20260301;408;5;2;0;11114075.0;2500.0
1562;20260311;931;5;3;19;13928147.0;0.0
1563;20260119;355;5;3;0;2231430.0;2500.0
1564;20260119;423;2;1;0;3505781.0;6500.0
1565;20260207;464;2;1;6;9691250.0;0.0
1566;20260221;733;2;1;80;3498238.0;6500.0
1567;20260123;825;2;2;25;13062469.0;6500.0
1568;20260312;691;1;1;13;2470666.0;2500.0
1569;20260207;618;2;2;100;5714893.0;0.0
1570;20260408;865;5;1;86;3260516.0;0.0
1571;20260124;222;4;2;8;14981454.0;2500.0
1572;20260216;81;2;3;1;2336448.0;6500.0
1573;20260315;177;3;3;77;5941520.0;6500.0
1574;20260306;835;3;0;0;14798682.0;2500.0
1575;20260208;294;5;2;84;13043810.0;0.0
1576;20260326;255;1;2;44;12628633.0;6500.0
1577;20260324;465;5;0;81;5286547.0;6500.0
1578;20260112;827;2;2;93;4326455.0;2500.0
1579;20260324;27;1;2;0;2714274.0;2500.0
1580;20260102;137;5;1;0;2829856.0;0.0
1581;20260318;834;5;1;70;11944658.0;6500.0
1582;20260214;555;5;0;70;6976640.0;2500.0
1583;20260303;311;2;2;91;695031.0;2500.0
1584;20260211;660;3;3;34;8789192.0;6500.0
1585;20260120;492;5;1;0;7717491.0;2500.0
1586;20260214;575;5;1;48;3807862.0;6500.0
1587;20260409;3;5;2;3;3113397.0;6500.0
1588;20260126;952;2;2;5;8690923.0;6500.0
1589;20260120;834;2;0;96;11364305.0;6500.0
1590;20260107;728;5;2;0;11745623.0;6500.0
1591;20260310;20;5;0;0;3545364.0;2500.0
1592;20260322;660;1;2;0;10408374.0;2500.0
1593;20260104;912;1;3;0;1208402.0;6500.0
1594;20260104;359;2;2;0;13714537.0;6500.0
1595;20260203;374;3;3;36;712120.0;0.0
1596;20260203;696;5;1;88;1952013.0;2500.0
1597;20260226;816;5;1;0;11179256.0;6500.0
1598;20260107;159;2;2;0;13926840.0;0.0
1599;20260211;676;2;2;71;5096263.0;2500.0
1600;20260315;928;3;3;0;6268587.0;2500.0
1601;20260119;191;5;1;98;11968459.0;2500.0
1602;20260113;635;4;1;64;14733984.0;6500.0
1603;20260409;248;3;1;0;1506838.0;2500.0
1604;20260403;539;4;2;0;5718748.0;2500.0
1605;20260323;659;5;2;44;14446769.0;2500.0
1606;20260306;546;2;2;10;14923729.0;0.0
1607;20260111;671;3;2;86;6950068.0;2500.0
1608;20260220;683;3;2;43;9865058.0;2500.0
1609;20260306;564;2;2;34;11058611.0;6500.0
1610;20260107;714;2;2;29;1470239.0;0.0
1611;20260112;618;2;1;80;9778107.0;2500.0
1612;20260114;573;4;0;70;12167372.0;6500.0
1613;20260209;390;1;3;54;11204398.0;2500.0
1614;20260213;987;4;2;98;14865344.0;0.0
1615;20260112;752;2;2;0;7315982.0;2500.0
1616;20260321;342;5;2;0;7762367.0;2500.0
1617;20260405;407;5;3;6;3389029.0;0.0
1618;20260326;3;5;1;0;1507853.0;6500.0
1619;20260331;611;3;2;50;7214169.0;2500.0
1620;20260123;675;4;2;52;11279833.0;2500.0
1621;20260204;113;5;3;0;11010554.0;0.0
1622;20260131;311;2;1;3;9094979.0;0.0
1623;20260404;131;4;0;54;11159450.0;2500.0
1624;20260123;420;2;3;39;526275.0;6500.0
1625;20260331;694;2;3;0;1600217.0;6500.0
1626;20260327;505;5;2;58;6349220.0;0.0
1627;20260321;94;2;3;8;2194815.0;6500.0
1628;20260318;764;4;3;2;777679.0;2500.0
1629;20260326;781;1;2;57;4434458.0;2500.0
1630;20260326;272;4;1;85;4341122.0;0.0
1631;20260315;106;3;0;0;933514.0;2500.0
1632;20260211;904;5;1;69;4002225.0;0.0
1633;20260312;745;3;3;0;7278742.0;6500.0
1634;20260128;304;5;3;48;8675222.0;2500.0
1635;20260316;218;4;3;7;2189175.0;6500.0
1636;20260203;176;2;0;50;2833604.0;2500.0
1637;20260103;244;2;0;65;5550916.0;6500.0
1638;20260303;959;2;2;0;5981334.0;6500.0
1639;20260323;747;4;0;0;219944.0;0.0
1640;20260212;117;2;1;48;13585794.0;6500.0
1641;20260407;326;5;3;91;6689606.0;2500.0
1642;20260322;413;5;1;0;7288223.0;0.0
1643;20260330;149;2;3;0;1869306.0;0.0
1644;20260210;82;3;1;0;4301117.0;0.0
1645;20260116;766;4;1;0;383649.0;2500.0
1646;20260323;23;2;3;0;10292418.0;0.0
1647;20260321;623;1;2;6;7775491.0;2500.0
1648;20260322;48;1;3;100;6710299.0;0.0
1649;20260214;862;4;2;0;9847887.0;2500.0
1650;20260314;338;3;2;0;8239760.0;6500.0
1651;20260313;504;3;0;85;3323552.0;0.0
1652;20260116;716;4;2;48;8715196.0;0.0
1653;20260323;30;4;2;97;6933045.0;2500.0
1654;20260122;889;5;1;0;9753337.0;6500.0
1655;20260118;583;5;2;83;10708080.0;2500.0
1656;20260214;151;1;2;0;12981503.0;0.0
1657;20260116;691;2;3;10;5528146.0;6500.0
1658;20260316;782;1;2;0;9768555.0;6500.0
1659;20260322;140;5;2;95;11828917.0;0.0
1660;20260401;29;4;2;35;14492227.0;2500.0
1661;20260225;249;3;3;81;7586830.0;6500.0
1662;20260227;923;1;3;0;11516993.0;2500.0
1663;20260226;828;5;2;14;5101990.0;2500.0
1664;20260207;215;5;0;67;7299628.0;6500.0
1665;20260317;693;1;1;0;5952489.0;2500.0
1666;20260205;198;5;0;35;3288004.0;2500.0
1667;20260406;925;5;1;37;14021280.0;0.0
1668;20260128;974;1;2;0;12699111.0;6500.0
1669;20260307;79;1;1;0;4917743.0;6500.0
1670;20260330;575;4;1;26;3221235.0;0.0
1671;20260104;125;2;1;0;9924494.0;2500.0
1672;20260205;298;2;2;65;2877297.0;2500.0
1673;20260401;439;2;3;36;155505.0;6500.0
1674;20260201;975;2;0;1;13681308.0;0.0
1675;20260317;251;5;1;28;8479162.0;0.0
1676;20260107;419;4;2;89;8537780.0;0.0
1677;20260125;666;5;0;91;12332350.0;0.0
1678;20260325;528;5;1;0;10099675.0;0.0
1679;20260225;419;5;1;24;13765983.0;0.0
1680;20260106;748;2;2;90;11501324.0;6500.0
1681;20260401;15;3;0;0;14676622.0;2500.0
1682;20260112;444;2;0;38;405648.0;2500.0
1683;20260104;280;3;2;13;10348995.0;6500.0
1684;20260102;413;5;3;0;4945609.0;0.0
1685;20260303;550;1;1;1;1808173.0;2500.0
1686;20260313;381;2;3;62;8159527.0;0.0
1687;20260404;122;5;1;80;7870090.0;0.0
1688;20260220;627;5;1;57;3441771.0;6500.0
1689;20260202;696;2;1;53;1756041.0;0.0
1690;20260331;962;5;1;19;10614964.0;2500.0
1691;20260406;949;4;1;42;3457084.0;2500.0
1692;20260214;327;3;3;52;1302612.0;2500.0
1693;20260303;328;1;0;23;14897491.0;6500.0
1694;20260115;572;5;2;0;10382260.0;0.0
1695;20260309;778;4;3;82;9693515.0;0.0
1696;20260202;237;2;3;87;9372370.0;6500.0
1697;20260326;817;5;2;0;13673865.0;6500.0
1698;20260408;399;2;2;0;4249585.0;0.0
1699;20260201;32;2;2;0;7842969.0;6500.0
1700;20260313;326;5;1;0;6454013.0;2500.0
1701;20260331;159;1;3;27;14787238.0;2500.0
1702;20260220;280;1;2;0;11890533.0;0.0
1703;20260404;319;2;3;37;4022865.0;2500.0
1704;20260314;970;5;0;48;3796889.0;6500.0
1705;20260214;906;1;3;38;238676.0;2500.0
1706;20260207;462;1;1;26;13229078.0;2500.0
1707;20260303;342;5;0;29;11866901.0;2500.0
1708;20260217;5;5;1;0;13460070.0;0.0
1709;20260127;752;4;2;0;9575427.0;6500.0
1710;20260206;721;2;3;68;11483930.0;2500.0
1711;20260217;633;2;1;90;3685990.0;6500.0
1712;20260114;636;5;3;0;9653382.0;0.0
1713;20260127;453;1;2;0;12255367.0;6500.0
1714;20260113;62;2;1;5;8581543.0;6500.0
1715;20260207;893;1;3;65;7363704.0;0.0
1716;20260116;178;5;1;57;956006.0;0.0
1717;20260115;175;2;1;0;12074680.0;2500.0
1718;20260214;75;4;3;4;1129360.0;2500.0
1719;20260212;509;5;3;28;9249343.0;0.0
1720;20260223;283;3;1;14;11686317.0;2500.0
1721;20260410;203;2;3;87;3006300.0;0.0
1722;20260201;606;5;2;41;14591865.0;2500.0
1723;20260205;815;3;3;0;114920.0;2500.0
1724;20260123;113;1;1;53;10402887.0;0.0
1725;20260208;810;2;2;28;3388560.0;2500.0
1726;20260112;868;5;2;96;4471199.0;2500.0
1727;20260408;225;2;1;24;2518010.0;0.0
1728;20260402;996;1;1;0;14516803.0;2500.0
1729;20260401;918;5;3;58;9204334.0;6500.0
1730;20260212;521;5;2;15;1066208.0;0.0
1731;20260206;462;4;0;39;7696859.0;0.0
1732;20260404;495;2;3;61;3048070.0;6500.0
1733;20260327;875;5;0;0;10691056.0;2500.0
